year,title,abstract,doi,url,source
2013,A lean approach to improving SE visibility in large operational systems evolution,"It is often difficult to understand the status of capability development in large operational systems. Schedules are rarely stable. This is due to factors such as: the size and complexity of capabilities; unexpected changes in priorities; depth of supplier chains; variety and availability of special engineering resources; contract structure; and the inherently complex nature of such operations. Lean approaches use the concepts of work in progress (WIP) and capacity to maximize flow through a process. Under certain circumstances, these concepts can be applied to systems engineering and development processes. This paper describes an example implementation of the concept in a large health care system of systems. To enhance both visibility and flow, the approach utilizes visualization techniques, pull-scheduling processes, and a services approach to systems engineering. © 2013 by R. Turner, J. Lane, D. Ingold and R. Madachy. Published and used by INCOSE with permission.",10.1002/j.2334-5837.2013.tb03028.x,,scopus; wiley
2022,Validation of Assurance Case for Dynamic Systems,"Aviation safety has accrued and applied decades of understanding on known risks and effective mitigations. That knowledge captured in compliance standards - can be tested for predictable outcomes. Autonomy that involves learning systems tend to be dynamic and may continuously be adapting to their environment. Such continuous adaptation has inherent unknown risks depending upon the guardrails imposed on the learning systems. Design assurance and use of traditional standards are inadequate for these dynamic systems.Assurance Cases are used to present an argument for the assurance of systems. Dynamic systems require that assurance cases be continuously validated. One method of validation is using real time collection of Safety Performance Indicators (SPIs) which are crafted during the development of the system. This paper presents the need for SPIs and methods for creating and nurturing the SPIs to help all stakeholders. This method shadows regulations and allows risk-based approvals that may be applied for both conventional and for novel technology.Aviation is facing enormous growth in autonomous technology, reuse of components of unknown pedigree, and new aircraft designs that do not fit into Type classification. Mitigations are more heavily connected to operations, training, and other components of the ecosystem itself. The challenge is to make an assurance case for vehicles within the ecosystem. The automobile industry, which is similarly challenged by dynamically changing autonomous systems, is finding some possible solutions to build safer systems.UL 4600, a Standard for Safety for the Evaluation of Autonomous Products applies to fully autonomous road vehicles. The goal-based, technology-neutral features of UL 4600 have been extended to apply to aviation. So applied, the assurance process is adaptable to innovation and discovery while encouraging the current practices of standards compliance and taking a System of Systems (SoS) view. It proposes an assurance case that is an organized argument that a system is acceptable for its intended use with respect to specified concerns (such as safety, security, correctness). This paper gives guidance for validation of an assurance case through monitoring SPI within the operational context. The method by monitoring safety performance indices in the operational environment provides continued validation even as the ecosystem, components and controls change.For approval of novel systems including UAS and AAM, with features that do not lend themselves to traditional compliance methods, regulators have embraced the Safety Continuum perspective, which focuses on safety performance achieving expected outcomes. The performance-based assurance methods can be used with initially wider performance margins for certification of novel products, components of unknown pedigree, and autonomous vehicles. As the performance range is better known the margins can be decreased.Further, this paper recognizes that a one-time initial approval/acceptance is not adequate for learning systems and novel features. The continued validation through performance supports fast-paced development and product evolution. The initial assurance case for a product can limit risk through a closed environment until the margin for some unknowns is validated. for example, if the performance of collision avoidance function using new technology is not known, larger alert limits may be implemented until more confidence is gained after validating the assurance case via SPIs.The approach of monitored SPI throughout the life of the product is now feasible with the aid of big data processing. The aviation industry is already using similar methods for identifying maintenance problems. As systems grow more autonomous, more machine-to-machine exchanges are involved, making it easy to extend the monitoring and prediction practices to SPI.The method also allows for variants and derivatives of the baseline to have their own assurance case within the context of the baseline argument. The key is replacing design approval with through-life assurance that connects continuous operational safety into both the design and airworthiness determinations. The determination is predicated on the monitored SPIs and predicted performance of the product remaining consistent with the assurance argument predictions. This enables even complex automated products to be audited for airworthiness with an evolving ecosystem based on monitored and predictive data.Another advantage of the performance-based assurance case is the public comprehensibility of safety. With SPIs and predictions of performance the automobile segment has paved the way for public scrutiny of automated vehicles. The use of SPIs in aeronautical product assurance will facilitate transparency. This could be accomplished through appropriate dashboards to aid public perception and explain events and precautions taken during the evolution toward more autonomous aviation vehicles. This could reflect a stepwise evolution of complexity.This paper explores how the aviation industry can apply performance-based assurance case methods to assure new and novel as well as systems of unknown pedigree. The same framework could then be extended to autonomous systems and new types of aircraft which do not fit the current Type classification. One of the major benefits of this technology agnostic method are faster risk-based approvals of novel technology within a Safety Continuum.",10.1109/DASC55683.2022.9925731,,ieeeexplore; scopus
2022,Upgrading Approach for MaaS Level 4 Using UAF,"Mobility as a Service (MaaS) is being commercialized and studied worldwide to overcome social issues such as transportation and environmental problems. To implement MaaS, solutions provided by different administrative, operational, and independent enterprises in different industry sectors need to be combined and integrated as a single service according to their objectives and needs. The ultimate goal of MaaS is the integration of social goals (i.e., involving regional policy; also called Level 4). To achieve this, the entirety of the systems constituting MaaS must be viewed as a System of Systems (SoS), and various stakeholders in different industry areas must work closely together based on policy objectives. In this paper, we propose an ""upgrading approach"" to enable the gradual evolution of SoS based on its architecture to achieve MaaS Level 4. The case study is called ""Snow Country MaaS,"" and it considers the heavy snowfall area of Japan. Unified Architecture Framework (UAF) is used for the architecture description. The SoS architecture of Snow Country MaaS is described by an iterative approach based on the strategic, operational, service, and resource perspectives defined in UAF. By applying the upgrading approach to the hierarchical perspectives defined in UAF, it is possible to discuss and determine policies for the evolution and criteria for the entire SoS from multiple perspectives.",10.1109/ISSE54508.2022.10005337,,ieeeexplore; scopus; webofscience
2022,Future Challenges for Complex System Governance Research and Practice,"This chapter provides an overview of the current state of the CSG field, including achievements, future challenges, and developmental directions. CSG is introduced as an evolution and distinction from System of Systems Engineering. Following the introduction, four primary areas of exploration are examined. First, a summary of the current state of the CSG Field is conducted. The current state of the field is critiqued with respect to what has been accomplished as well as present shortcomings. Second, advancement challenges across the spectrum of theoretical/conceptual, application, and supporting methods/tools/techniques are examined. Third, the future development of the CSG Field as ‘the system-science based engineering of technologies for application to improve design, execution, and development of complex systems’ is explored. Fourth, major points of consideration for advancing practice of CSG is examined. The chapter concludes with a set of exercises to examine critical issues in the design, execution, and evolution of systems using CSG. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",10.1007/978-3-030-93852-9_17,,scopus; springerlink
2022,Software Architecture for Distributed Edge Computing Systems,"The world is progressing towards the hyper-connected era where every object in our physical world will possess built-in computing and connectivity. As the number of these smart devices grows, these Systems of Systems will transition from integrated domain-specific solutions to horizontal platforms where all systems will be designed for knowledge-based automation, driving the decentralization of computing, communications and business processes. The recent unpredictability in various business process scenarios has high-lighted the need for collaboration and the advantages of participating. Edge computing facilitates segregation of computing responsibilities between edge devices and cloud infrastructure to process and analyze data. Researchers are working on reconfigurable edge computing systems based on varied technology solutions. We propose a software architectural framework to facilitate sustainability and evolvability in such ecosystems. © 2020 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",,,scopus
2022,Reconfiguring the K-Drama Business Model: The Co-production of Mr. Sunshine by Netflix and Studio Dragon,"An engineered system is a composition of multiple entities. The existence of an engineered system is justified by purposes. The exposed system characteristics permit stakeholders to achieve these purposes. Systems are situated in their system context and may be evolved. Due to the digital revolution, a term which refers to the changes coming along with digital computing and communication technologies, there is an increased occurrence of Cyber-physical Systems of Systems (CPSoS) instead of pure cyber-physical systems (CPSs) or System of Systems (SoS). SoS and CPS are often denoted as smart systems if they can monitor their environment and adapt their behavior accordingly. Along with the evolution of systems across SoS and/or CPSs toward up-to-date CPSoS, the extent and number of relations between system elements increases. The development of system architectures is an important and fundamental task in Model-based Systems Engineering which can be applied to various types of systems, e.g. SoS, CPS, and CPSoS. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG 2022, corrected publication 2022.",10.1007/978-3-031-09374-6_4,,scopus
2010,Interaction-based Runtime Verification for Systems of Systems Integration,"Complex distributed systems pose great challenges for quality assurance. Size, complexity and concurrency of these systems often render traditional verification techniques impractical. In particular, this is true for systems integration efforts, where additional challenges arise from the independent evolution of the composed systems. Runtime verification provides a systematic strategy for analytical quality assurance of such systems. Key elements of runtime verification are system models, ways to inject these models into the observed system and a framework for analysing and monitoring the runtime behaviour against the models. The approach we present in this article is based on interaction models. We specify expected system interactions using Message Sequence Charts (MSC), from which we generate distributed runtime monitors for each of the components. We use aspect-oriented programming (AOP) techniques to inject the monitors into the implementation of the components. Thereby, we verify the adherence of the distributed system interactions with the MSC model. The focus of this article is the runtime verification in the systems integration domain; here, Enterprise Service Buses (ESB) have emerged as a powerful infrastructure for integrating complex distributed systems. In the context of an ESB we leverage the Spring AOP framework to inject the runtime monitors. As a result we obtain a comprehensive, tool-supported approach for model-based runtime verification of interactions. We demonstrate our approach using the Central Locking System as running example of an integrated embedded system.",10.1093/logcom/exn079,https://ieeexplore.ieee.org/abstract/document/8133355/,ieeeexplore; scopus; webofscience; googlescholar
2008,System of Systems Architecting,Summary This chapter contains sections titled: Complex System Architecting Evolutionary System Architecting SoS Architecting Enablers: The Role of Artificial Life Concluding Insights References,10.1002/9780470403501.ch4,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470403501.ch4,wiley; googlescholar
2019,Architecting systems‐of‐systems and their constituents: A case study applying Industry 4.0 in the construction domain,"The development of system-of-systems (SoS) requires a continuous interplay between design decisions on the SoS level and those on the level of its constituent systems (CS), which often preexist and need to be adapted as the SoS evolves. This involves not only preparing the CS to participate in a particular SoS, but also designing the CS architecture to make it easily adaptable to a future SoS context. The problem is in part addressed in an emerging SoS framework in the manufacturing domain called Industry 4.0. It focuses on connected and digitalized production with the ambition of increasing flexibility and efficiency. This paper investigates how Industry 4.0 standards can be used in an SoS context to make CS more flexible and adaptive, and evaluates their usefulness outside manufacturing. The study is based on a case from the construction domain, for which a generic SoS architecture is developed. Several extensions and adaptations of Industry 4.0 are suggested, including specifications of ontologies for missions and workflows.",10.1002/sys.21516,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.21516,googlescholar
2021,System of Robotic Systems for Crack Predictive Maintenance,"In the built heritage, maintenance represents a not insignificant part of the costs of restoration and repair. Especially if this maintenance is carried out aperiodically. In this paper, we discuss a concept of System of Systems Engineering (SoSE), based on autonomous and collaborative robotization techniques. The latter is intended to detect, localise and repair microscopic cracks on flat wall surfaces. This was made possible by collaborating between several operational and managerial independent drones, one of which is intended to automatically detect cracks using the deep learning technique offered nowadays by Artificial Intelligence (AI). A second flying-manipulator robot, communicating and collaborative, manages to localise the cracks and deposit material continuously on the pruning shears of the crack. The whole concept works in a collaborative way and with an evolutionary development, in the presence of hazards and faults on one of the robotic system components. Experiments demonstrate the passage from the theory, in terms of architecture of the SoSE concept, as well as its robustness.",10.1109/SOSE52739.2021.9497490,,ieeeexplore; scopus; webofscience
2012,An implemented view of systems engineering for systems of systems,"This has presented a time-sequenced wave model representation of SoS SE that is usable by SoS SE practitioners in developing implementation approaches to their activities. It has identified information critical to decision-making in SoS evolution, noted the artifacts in which the information is normally contained, and where the information and artifacts are created, updated, and used in the wave model.",10.1109/MAES.2012.6226689,,ieeeexplore
2002,The acquisition of a System of Systems is just a simple multi-phased parallel-processing paradigm,"Much research effort is being expended in an effort to develop new concepts that can be used to solve the problem of managing Systems of Systems. This paper shows that from an information and knowledge management perspective the system and software life cycle (SLC) for a single system is a multi-phased time-ordered parallel-processing recursive paradigm that is little different from the uncoordinated ad-hoc evolution of a System of Systems. Hence, after providing the necessary coordination, information and knowledge management based tools and techniques may be used to control the SLC of each of the individual systems in the System of Systems as well as the System of Systems itself.",10.1109/IEMC.2002.1038487,https://ieeexplore.ieee.org/abstract/document/1038487/,ieeeexplore; scopus; webofscience; googlescholar
2021,Aerospace Human Systems Integration,"This chapter focuses on the evolution of human‐centered design (HCD) in aerospace systems over the last forty years. Human factors and ergonomics first shifted from the study of physical and medical issues to cognitive issues circa the 1980s. The advent of computers brought with it the development of human–computer interaction (HCI), which then expanded into the field of digital interaction design and user experience (UX). We ended up with the concept of interactive cockpits, not because pilots interacted with mechanical things, but because they interacted using pointing devices on computer displays. Since the early 2000s, complexity and organizational issues gained prominence to the point that complex system design and management found itself center stage, with the spotlight on the role of the human element and organizational setups. Today, human systems integration (HSI) is no longer only a single‐agent problem, but a multi‐agent research field. Systems are systems of systems, considered as representations of people and machines. They are made of statically and dynamically articulated structures and functions. When they are at work, they are living organisms that generate emerging functions and structures that need to be considered in evolution (i.e. in their constant redesign). This chapter will more specifically focus on human factors such as human‐centered systemic representations, life‐critical systems, organizational issues, complexity management, modeling and simulation, flexibility, tangibility, and autonomy. The discussion will be based on several examples in civil aviation and air combat, as well as aerospace.",10.1002/9781119698821.ch7,,ieeeexplore; wiley
2021,Applying model-based Co-Simulation on modular Production Units in Complex Automation Systems,"Contemporary manufacturing systems face major challenges driven by the ongoing integration of intelligent manufacturing components, mainly caused by the emergence of the Industrial Internet of Things (IIoT). As the interplay of those Cyber-physical Systems (CPS) itself forms a System of Systems (SoS), engineering such a system becomes a difficult task. This is mainly attributed to the evolutionary development of its independently operating components, which results in some kind of unpredictable and often undesirable behavior. Considering this from a developer’s perspective, it is important to investigate the system’s behaviors before its actual implementation. However, as methods applied in Model Based Systems Engineering (MBSE) have proven to be a major technology driver when it comes to developing the architecture of these industrial systems, their simulation is still not standardized. Thus, this paper introduces an Industry 4.0 specific tool-chain enabling the co-simulation of components within any developed industrial system architecture. This allows the investigation of varying industrial CPS and their interplay during run-time with the goal to detect undesired emergent behaviors. By doing so, the model is developed regarding the specifications of the Reference Architecture Industrie 4.0 (RAMI 4.0), while Mosaik is the tool of choice for creating the Co-Simulation environment. In order to validate the developed tool-chain, a case study utilizing modular production units within an industrial automation system is applied.",10.1109/ISSE51541.2021.9582531,,ieeeexplore; scopus; webofscience
2019,Historical survey and emerging challenges of manufacturing automation modeling and control: A systems architecting perspective,"An architecting perspective is derived as part of a more global perspective, related to manufacturing automation modeling and control through four industrial revolutions. This historical survey (Pereira et al., 2017) highlights the impact of digitalization both on isolated machines and devices, and on the architecting of large-scale manufacturing and logistics systems. To distribute the holistic control over related components, two main paradigms have been followed for the engineering of those System of Systems (SoS): (1) technology-enhanced, and (2) bio-inspired. In both, the cognitive orchestration of the knowledge and skills involved in a system project remains challenging for the interdisciplinary togetherness and harmony required beyond the disciplinary boundaries. Finally, lessons learned, as well as acquired knowledge through this innovative history are addressed with several open questions and emerging challenges related to the cyber-physical systems evolution.",10.1016/j.arcontrol.2019.01.002,,sciencedirect; scopus; webofscience
2010,The study of guided emergent behavior in system of systems requirement analysis,"Emergent behavior is a core trait of SoSs. But the emergence cannot be predicted before its appearance. We propose a method which using Semi-autonomous Agent based simulation to detect the emergent behaviors of SoSs. Agent based Modeling and Simulation are available for the observation of emergent behaviors of SoSs. We propose the multi-agent based simulation methods to demonstrate the evolution of SoSs. Semi-autonomous Agents is applied to model the elements which are consists of SoSs. The framework of Parallel executive and feedback to real world is used to verify and validate the emergent properties which are useful to the SoSs or not. Through the comparation between real world executive results and simulation outcomes, we could regulate the parameters or adjust rules running in the SoSs and guide the emergent behavior of SoSs to the stakeholder's desire direction.",10.1109/SYSOSE.2010.5544033,https://ieeexplore.ieee.org/abstract/document/5544033/,ieeeexplore; scopus; googlescholar
2020,Towards Employing ABM and MAS Integrated with MBSE for the Lifecycle of SCPSoS,"Cyber-Physical Systems (CPSs) are natural evolutions of embedded systems consisting of embedded computing devices and networks interacting with physical processes and possibly with a human. By introduction of Internet of Things (IoT), and Industry 4.0, CPSs are used in an interconnected way each of which may belong to a different stakeholder, building a complex System of Systems (SoS) called CPSoS. These systems need to employ some techniques to transform the collected data to knowledge with which the system can make better decisions. These capabilities can create smart CPSoS or sCPSoS.However, these systems are highly complex from both structural and behavioural point of views. Naturally, there is a need for multiple abstraction levels using different paradigms to model these system, called Multi-Paradigm modeling (MPM).In this paper, the challenges and opportunities of using agent technologies, including intelligent agents, Agent-based modeling and Simulation (ABM), and Multi-Agent Systems (MAS) (or Agent-oriented Software Engineering (AOSE)) in an integrated way with Model-based System Engineering (MBSE) techniques are discussed to cover the whole lifecycle of sCPSoS, from simulation and analysis, to development, operation and monitoring.",10.1145/3417990.3421439,,acm; scopus
2002,Evolutionary Pluralism: A New System of Systems Philosophy,"
",10.1080/02604020213008,,taylorandfrancis
2011,Towards intelligent search support for web services evolution identifying the right abstractions,"Services Oriented Architecture (SOA) is becoming a popular style for building complex systems-of-systems that allow businesses to work together across organizational boundaries. However concerns have been raised about the comprehensibility and maintainability of SOA composite applications. Integrating and deploying SOA applications requires artifacts in a variety of web-based languages (WSDL, XSD, BPEL, etc.) often produced by code-generation tools. It becomes difficult for a human to discover and understand the dependencies between these artifacts in an existing system. In this paper, we describe ongoing research on using search techniques to facilitate SOA maintenance by allowing users to query collections of artifacts making up a SOA composite application. The main focus in this paper is a case study using our prototype search tool SOAMiner to identify a set of abstractions that extract useful and critical information for maintainers, thereby bridging the heterogeneity of SOA artifacts while opportunistically exploiting their structure. Results of the study indicate that the highest priority abstractions for SOA are datatype summaries, service invocation (calling) relationships, and data usage relationships.",10.1109/WSE.2011.6081819,,ieeeexplore; webofscience
2011,Architectural Patterns for Self-Organizing Systems-of-Systems,"Contemporary threats exhibit unique characteristics that challenge classical security systems. In response to these threats, the DoD has an increased focus on applying proven SE techniques to SoS, which provide more functionality and performance than the sum of the constituentsystems. Tools and techniques are necessary to facilitate evolution of today's systems. One major need is the ability to develop agile SoS architectures that respond to contemporary threats. This paper focuses on one characteristic of contemporary threats, self-organization. Different SoS are reviewed for the driving forces that support their self-organizing architecture. Necessary characteristics are identified and general constructs are put forward as candidate architectural patterns. These candidate patterns are now available for evaluation and employmentconsideration. They can be applied when problems common to the pattern manifest in new environments. They also add to the body of knowledge for SoS SE.",10.1002/j.2334-5837.2011.tb01246.x,,scopus; wiley; wiley
2011,Towards intelligent search support for web services evolution: Identifying the right abstractions,"Services Oriented Architecture (SOA) is becoming a popular style for building complex systems-of-systems that allow businesses to work together across organizational boundaries. However concerns have been raised about the comprehensibility and maintainability of SOA composite applications. Integrating and deploying SOA applications requires artifacts in a variety of web-based languages (WSDL, XSD, BPEL, etc.) often produced by code-generation tools. It becomes difficult for a human to discover and understand the dependencies between these artifacts in an existing system. In this paper, we describe ongoing research on using search techniques to facilitate SOA maintenance by allowing users to query collections of artifacts making up a SOA composite application. The main focus in this paper is a case study using our prototype search tool SOAMiner to identify a set of abstractions that extract useful and critical information for maintainers, thereby bridging the heterogeneity of SOA artifacts while opportunistically exploiting their structure. Results of the study indicate that the highest priority abstractions for SOA are datatype summaries, service invocation (calling) relationships, and data usage relationships. © 2011 IEEE.",10.1109/WSE.2011.6081819,,scopus
2020,SApHESIA: An agent-based model and a criticality-based heuristic for cooperatively coupling SoSs,"Problems to solve nowadays have never been so complex and are continuously increasing in complexity. In this context Systems of Systems (SoS) may be a solution but the study of such systems is far from over. An SoS is a complex system characterized by the particular nature of its components: the latter, which are systems, tend to be managerially and operationally independent as well as geographically distributed. This specific characterization led to re-think research fields of classic systems engineering, such as definition, taxonomy, modeling, architecting, etc. SoS architecting focuses on the way independent components of an SoS can be dynamically structured and can autonomously and efficiently modify their interactions in order to fulfill the goal of the SoS and to cope with the high dynamics of the environment. This paper contributes to the multi-agent and SoS research fields by proposing a new generic SoS model called SApHESIA which considers the SoS main characteristics found in the literature and extends the notion of environment and interactions between component systems. It also proposes a new SoS architecting procedure based on the Adaptive Multi-Agent System (AMAS) approach that advocates full cooperation between all the components of the SoS through the concept of criticality. This criticality is a measure, local to each component, expressing its difficulties to reach its local goals. In this procedure, the SoS architecture evolves to self-adapt to the dynamics of the environment in which it is plunged, while considering the respective local goals of its components. An instantiation of SApHESIA to two distinct cases studies from different domains (logistics and exploratory missions) is done to obtain two SoSs. These two SoS are then coupled to form a new SoS at an upper level. Evaluations of these SoSs show that their cooperation make each of them more efficient.",10.1016/j.scico.2020.102533,,sciencedirect
2020,A Roadmap for Sustainability for a Community in The Netherlands,"The sustainability transition is a systems of systems challenge to the power ‘n’. The amount of systems and organizations that is involved is inconceivable for most humans. A roadmap is a means to structure much information and to help humans and organizations to understand their role in this transition. This paper describes a roadmap for a local municipality in the Netherlands. It explains the roadmap contents and the current experiences in using and evolving the roadmap. The general response to the roadmap is quite positive. However, we need to evolve the roadmap to turn it into a living entity that is helping the sustainability transition.",10.1109/SoSE50414.2020.9130472,,ieeeexplore; scopus; webofscience
2020,Towards an UML-based SoS Analysis and Design Process,"Systems of Systems or SoSs are an emerging class of systems built from large-scale constituent systems, that are often heterogeneous, with independent management, goals and resources. The heterogeneity and managerial independence of the constituent systems is both a strength and a drawback of SoS engineering. Although, the individual systems of an SoS may operate autonomously, their interactions present and usually provide important emerging properties that are constantly evolving. Therefore, coordination and interaction within the SoS constituent systems gives rise to an emerging behavior which defines the SoS overall goal. However, this may lead to unpredictable behavior (arrival/departure, failure to fulfill commitments) of the SoS constituent systems. As a result, a well-defined process for SoS engineering; where missions, capabilities and mainly the expected interactions of the constituent systems are well-established, is missing. Our objective in the present work is to propose an UML-based SoS analysis and design process (USDP). The process is iterative and incremental and will be instrumented and documented with various diagrams to ensure clarity and understandability of the USDP artifacts. Besides, a meta-model for SoS modelling will be defined, it mainly defines the SoS structure in terms of constituent systems, theirs missions, capabilities, and interactions. With the aim of reducing the abstraction of interactions and in order to ensure a high interoperability, a precise and coherent definition of the interactions among the heterogenous constituent systems of an SoS is given to make the description of the SoS more truthful. From a practical point of view, we develop a graphical editor for modeling an SoS, based on the strengths of the MDE approach.",10.1109/ICAASE51408.2020.9380112,,ieeeexplore; scopus; webofscience
2010,Smart grid system-of-systems architectures,"… evolution of the grid as a systemof‐systems (SOS). A plan for the systematic evolution of Smart Grid architecture, as a system‐of‐systems, … We show how to evolve the architecture of the …",,http://www.gridwiseac.org/pdfs/forum_papers10/gooding_gi10.pdf,googlescholar
2019,A Tool for Architecting Socio-Technical Problems: SoS Explorer,"Socio-Technical systems entail complex logic with many levels of reasoning. These systems are organized by web of connections which gives rise of system of systems (SoS) and can demonstrate self-driven capability. Non-linear relationship among the participating systems results emergent behavior which is not deterministic. Therefore, architecting a SoS with complex, dynamic and evolving systems is not trivial. The challenge is to create organized complexity that will allow individual system to achieve its goals that are dynamically changing. To address the challenge, SoS Explorer, a SoS architecting tool can be used to define, formulate, and solve numerous socio-technical problems. SoS explorer integrates fuzzy inference system with genetic algorithm guiding the optimization process in generating meta-architecture which provides the best possible value for overall objective of SoS. This paper presents the capability of SoS explorer to generate, assess and select a SoS meta architecture for Intelligent Transportation System as the application domain.",10.1109/ISSE46696.2019.8984586,https://ieeexplore.ieee.org/abstract/document/8984586/,ieeeexplore; scopus; webofscience; googlescholar
2001,2.1.4 Managing the Wood not the Trees - The Smart Acquisition Approach to Systems of Systems,"Abstract The challenge of Systems of Systems has particular significance in the acquisition, deployment and operation of defence equipment. In the UK, MOD sees that a major part of the solution to the effective creation, use and evolution of defence SoS lies in particular improvements in organisational structure, in project responsibilities and in the definition and application of systems engineering processes. These three areas of change are providing a framework for tackling SoS issues. MOD's Smart Acquisition initiative is leading to management structures and responsibilities, at the executive and project levels, and to technical processes that more effectively meet the SoS challenges.",10.1002/j.2334-5837.2001.tb02274.x,,wiley
2001,Extending the UML to support evolution management,"Summary form only given. The authors are currently developing a model-driven, repository-based approach to system evolution management. The primary domain of interest is the telecommunication IT system area, but the techniques are applicable to organizations with integrated systems of systems. The approach is model-driven in the sense that data and object-oriented (OO) models (expressed in the Unified Modeling Language (UML)) are used to represent system implementations at various levels of abstractions (business requirements, system requirements, logical and physical design).",10.1109/ICSM.2001.972718,,ieeeexplore
2017,Cyber resiliency design principles: selective use throughout the lifecycle and in conjunction with related disciplines,"Cyber resiliency is increasingly an explicit concern for systems, missions, and programs. Therefore, systems engineers and architects seek ways to apply cyber resiliency concepts and to integrate resilience-enhancing technologies into architectures and designs. This paper presents a representative set of cyber resiliency design principles and describes factors to use in selecting a set appropriate to a given system, program, or system-of-systems. These cyber resiliency design principles can be used, in varying ways and to different degrees, throughout the system lifecycle, and in conjunction with design principles from related disciplines, including security, resilience engineering, survivability, and evolvability.",,https://apps.dtic.mil/sti/citations/AD1107919,googlescholar
2010,Evolution of a software engineer in a SoS system engineering world,"Many U.S. defense programs and commercial industries (hereafter referred to simply as 'programs') have difficulty in fielding and sustaining systems in a timely and cost-efficient manner. As software assumes an ever-increasing and important role in the engineering of systems, not only do these programs struggle to employ good software engineering practices, but the dialog between systems engineers and software engineers starts later in the life cycle than it should. Although these difficulties are faced by single, stand-alone systems, such systems are no longer the norm. System and software engineers are increasingly faced with the challenges of systems of systems (SoS).",10.1109/SYSTEMS.2010.5482478,,ieeeexplore; scopus; webofscience
2019,The System Life Cycle Turbine: A proposal for a Universal System Life Cycle Model in Aerospace and Defense,"Over decades many (product or system) life cycle models have evolved. More than 46 life cycle models from Product Lifecycle Management (PLM), Systems Engineering (SE), and Integrated Logistics Support (ILS) have been reviewed. Most models are from an engineering perspective. Hence, engineering topics are dominant in life cycle models. However, the complexity of modern systems demands more: Consideration for business, support, and operational aspects during life cycle; the visualization of system evolution, from an imaginary version and the digital twin to a (cyber-) physical system of systems; possible negative impact for performance of systems of systems through time drifts in production. Furthermore, Obsolescence Management (OM), Change Requests (CR), Midlife Upgrades (MLU) and Product Generation Engineering (PGE) trigger jumps from one life cycle phase to another. As a result, these 46 life cycle models have been consolidated into a new model which has been further developed to meet also the aforementioned requirements. The resulting model called System Life Cycle Turbine (SLCT) may be applied to different (hardware) systems (or products). This paper presents the development of the SLCT model for its universal validity in aerospace and defense (A&D).",10.1109/ICE.2019.8792682,,ieeeexplore; scopus; webofscience
2019,A System Dynamics and Scenarios Framework for Architecting Product Design Goals for Changeability,"The design of changeable product architecture requires modeling the dynamic interaction between products and the sociotechnical sphere, in order to understand where changeability is needed. For example, a government approval of airport expansions will impact airline operations, and the design priorities of new airliners. The purpose of this paper is to develop an approach to determine design goals for a new product architecture in system of systems (SoS). These goals become dynamic, once linked to their underlying societal changes. The characteristic of the approach is to integrate system dynamics (SD) and scenario planning; thus, SD captures quantitative aspects of societal and product function dynamics, while scenarios provide a narrative explicating parameter choices, assumptions, and implications. In this paper, SD models include business and societal aspects to evaluate long-term profitability. Goal prioritization for a new product is obtained in the form of importance weights via global sensitivity analysis; these weights are highly dependent on external functions and risk attitude, and vary in time. A toy case study deals with modeling the household freezer's past evolution in an SoS to find evolving design priorities. The result is a positive evaluation of the method, using a recent Design for Changeability framework.",10.1109/JSYST.2018.2886565,,ieeeexplore; scopus; webofscience
2019,Architecting federations of systems: A framework for capturing synergy,"This paper defines Federations of Systems, introduces a tailored architecting framework, and demonstrates it in a satellite design case study. While certainly not being new concepts in the literature, federations are a class of Systems of Systems (SoS) that have not been extensively explored due to the scarcity of applied examples and still few practitioners facing their specific design challenges. This is expected to change with the advent of the Internet of Things, Machine to Machine applications, collaborative consumption, and Federated Satellite Systems. It has become henceforth necessary to develop approaches in design and architecting capable of addressing such interconnected sets of systems. Federations are SoS characterized by the absence of global goals and stakeholders, and cooperation enabled only on an opportunistic basis. Systems engage in federations when the perceived benefit exceeds the costs of the necessary interfaces. The proposed framework quantifies the upper limits to the net benefits of cooperation between systems through the concept of synergy. Using synergy as a heuristic to navigate federated design spaces, the framework predicts the appearance and evolution of federations. The demonstration of the framework in a six-satellite federation shows that advantages of federating emerge with the collaboration between just two systems. Interface costs, architectural cost preferences, and network topology drive the achievable benefits. Specifically, when considering communication architectures under 80 MUSD for satellite systems, federating is advantageous when the interface lifecycle costs are below 15 MUSD. This demonstration case exemplifies how federating can assist systems in achieving design points that dominate the solutions of their local tradespace. © 2019 Wiley Periodicals, Inc.",10.1002/sys.21482,,scopus; wiley; webofscience
