year,title,abstract,doi,url,source
2018,Software Engineering,"Summary This chapter explores the role of cyber–physical (CP) complex systems of systems (CP Complex SoS) to software engineering. It introduces the role of hardware/software in systems integration. CP Complex SoS are commonly characterized by multiple often conflicting and competing objectives at different time frames for different clients, and under varied conditions. The chapter addresses the understanding, modeling, composition, and management of CP Complex SoS in terms of their interdependencies and interconnectedness (I-I) and as CP Complex SoS. Software-intensive CP Complex SoS are commonly initiated, commissioned, designed, developed, deployed, and ultimately used and maintained by individuals and organizational entities. The chapter focuses on the acquisition vision to demonstrate the efficacious attributes of the hierarchical holographic modeling (HHM) framework for risk identification. It examines the evolutionary process that has taken place in software engineering and in its role in software-intensive systems.",10.1002/9781119173670.ch13,,wiley
2018,Modeling Complex Systems of Systems with Phantom System Models,"Summary This chapter addresses some of the challenges in modeling emergent complex systems of systems (Complex SoS). It then discusses the properties of SoS: Operational independence of the individual systems; managerial independence of the systems; geographic distribution; emergent behavior; and evolutionary development. Building on these principles, the chapter helps the readers to improve the understanding of Complex SoS by extending the multiperspective modeling schema (through hierarchical holographic modeling (HHM)) into the phantom system models (PSMs). It then discusses risk analysis of Complex SoS and provides a case study to demonstrate the impracticality and ineffectiveness of currently practiced risk analysis to single systems. The key to evaluating the risk to Complex SoS lies in understanding the genesis of characterizing intrinsic interdependencies and interconnectedness (I-I) of systems manifested through shared/common stakeholders, decisions, decision makers, resources, functions, policies, and organizational setups, among many others.",10.1002/9781119173670.ch4,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.21205,wiley; wiley; googlescholar
2018,Guiding Principles for Modeling and Managing Complex Systems of Systems,"Summary This chapter explores ten principles that are intended to guide both quantitative-centered risk analyses and qualitative-centered risk analyses. Complex systems of systems (Complex SoS) are commonly composed of myriad interdependent and interconnected subsystems; each of which can be characterized by a hierarchy of shared or interacting components and each with multiple functions, operations, databases, costs, and stakeholders. The evolution of the field of risk analysis, since the founding of the Society for Risk Analysis (SRA) and its journal Risk Analysis, requires continuous reassessment of its prevailing theory, methodology, and practice. Risk assessment, management, and communication is a continuous, never-ending process. It constitutes the ultimate incorporation and deployment of the ten guiding principles within the complex process of risk assessment and management as well as risk communication. The multidisciplinary nature of the field of risk analysis necessarily implies that each discipline has over time developed, adopted, and adapted appropriate theories, methodologies, and practices from other disciplines.",10.1002/9781119173670.ch9,,wiley
2018,A Novel “Resilience Viewpoint” to aid in Engineering Resilience in Systems of Systems (SoS),"Abstract Designing evolutionary systems to meet stakeholder expectations on safety, reliability and overall resilience is of great importance in an age of interconnectivity and high dependency systems. With incidents and disruptions becoming more frequent in recent years, the requirement for systems to demonstrate high levels of resilience given the economic, political and temporal dimensions of complexity, resilience is of great significance today. Systemic resilience is of high importance at the global level. Therefore, the role of the system engineer and architect is becoming more demanding due to the need to consider requirements from a broader range of stakeholders and to implement them into early conceptual designs. The early modeling process of all systems is common ground for most engineering projects, creating an architecture to both understand a system and to design future iterations by applying model-based processes has become the norm. With the concept of systems-of-systems (SoS) becoming common language across multiple engineering domains, model-based systems engineering techniques are evolving hand-in-hand to provide a paradigm to better analyse current and future SoS. The intrinsic characteristics of the constituent systems that make up the SoS make the challenge of designing and maintaining the reliability and resilience of a systems extremely difficult. This paper proposes a novel viewpoint, within an architecture framework (based around DoDAF, MoDAF and UPDM) to aid systems architects explore and design resilient SoS. This is known as the Resilience Viewpoint. Much of the research in the area is focussed on critical infrastructure (CI), looking at telecommunication networks, electric grid, supply networks etc, and little has been done on a generalizable tool for SoS architecture analysis, especially using existing modeling languages. Here, the application of the ‘Resilience Viewpoint’ is demonstrated using a case study from an integrated water supply system of systems, to portray its potential analytical capabilities.",10.1002/j.2334-5837.2018.00519.x,,wiley
2018,Systems Interface Management with MBSE: from Theory to Modeling to Reality,"Abstract Systems interoperate using interfaces. They exist between capabilities, organizations, people, systems, people and systems, systems and nature, systems of systems, and so forth. Interfaces are used to support both system to system communication as well as supporting the complete set of enterprise goals. Interfaces are where the most interesting things happen. And where most things go wrong. This paper addresses system interface-management issues and the benefits of Model-Based Systems Engineering (MBSE) approaches. An initial focus will be placed on interface information content that needs to be addressed at each level of system decomposition – from external stakeholders to system boundary to eventually, system component-to-component. The focus will then shift to interface management to model-based and functional/logical design practice. It will also cover system interconnection and communications, how they change, operate and evolve over time to implement mission goals and to satisfy stakeholder needs. Finally it will look at physical systems and the connection to PLM/CAD domains. Defining stakeholder goals and required capabilities Interface definition with MBSE Functional Architecture Interfaces Logical Architecture Interfaces Physical Architecture Interfaces Allocation across cross cutting views How behavior drives interfaces which drive behavior Defining interaction requirements Implementing effective and testable interface specifications Traceability throughout the architecture Service Oriented Architectures.",10.1002/j.2334-5837.2018.00530.x,,wiley
2018,Overcoming the Challenges of Agile for Globally Distributed Industrial Research,"ABSTRACT This paper summarizes the initial experiences and lessons learned while enabling and practicing agile methods at an industrial research lab. Lab staff are highly-educated personnel who innovate in complex mixed hardware/software systems, software-intensive systems, hardware components, and systems of systems. We discuss our goals in introducing agile, the challenges we faced with globally distributed industrial research in our capricious, uncertain, risky, variable, and evolving (CURVE) domains, how we addressed these challenges, results and lessons learned to date, and our next steps.",10.1002/inst.12202,,wiley
1968,Possibilities of articulation of information systems into a network,"Abstract The interconnection of systems into a network permits sharing of effort in certain respects so that, from an input—output viewpoint, only 14 types of systems for handling serial literature are possible; it is believed that systems for handling separate literature are identical, nearly identical, or closely equivalent. Each of the 14 system types produces a different combination of outputs for use by its clientele or by other systems. When the variations in combinations of outputs transmitted between pairs of system types are examined, it is concluded that only 13 different modes of such communication—i.e., “modes of articulation”—are possible. Further, the 14 types of systems constitute only six overall groups; all system types within a group interact with each other system type in identical ways. Finally, the 13 modes of articulation can be organized into hierarchies, with the more general modes subsuming the more specific modes—pointing to the possibilities of (1) planned routes for evolutionary development of systems' articulative capabilities and (2) the need for only a very few standard procedures of articulation from which the more specific modes may be excerpted. In short, articulation among information systems for handling serial literature is not technically complex on the “system of systems” level (i.e., determining what is to be done) once the requirements of the clientele of the individual component systems have been determined. The matter of determining how to implement the what, however, may well be technically and sociopolitically difficult, and perhaps even economically impracticable.",10.1002/asi.5090190214,,wiley
2008,7.6.0 How to Engineer the Emergent Behavior of a System of Systems,"Abstract Emergent behaviors exist in biological systems, physical systems and human performance. Little is currently known about constructing an interoperable network of systems and the incorporation of known emergent behaviors. The purpose of this panel is to explore the methods and principles in developing an architecture including the emergent behavior. SoS displays a global complexity that cannot be adequately managed by hierarchical structures and central control; therefore, traditional systems engineering and management approaches are inadequate and insufficient for a SoS. The challenge is how to understand the initiation mechanisms of the emergent behaviors for a particular system architecture model so that the resident beneficial or harmful emergent behaviors can be enhanced or mitigated with selected changes in the current system architectural model. Is model-based the only feasible approach to develop the architecture model with emergent behavior? If this is the answer, what kind of modeling methodology? Should it be solely based on agent-based modeling? or combination of SysMl and agent-based? Is SysML ready to deal with emergent behavior? For a non-modeling consideration, can we plan for the beneficial or harmful emergent properties? How do we overcome development friction that is bound to arise when there are complex, independent, overlapping governances? We may need experiment with “guided” emergence that help produce the desired SoS capabilities and behaviors. The customer requirements for systems-of-systems evolve over time. There may only be system-of-system modeling at the level of the government agency, who actually procures but does not build, and not at the level of contractors who build the next generation of technologies. Even we have methodology to build SoS architecture, whether model-base or non model-base. How do we train systems engineers to understand the emergent behavior to be incorporated in a newly designed SoS?",10.1002/j.2334-5837.2008.tb00850.x,,wiley
2008,10.3.2 Functional Capabilities In Complex Project Engineering,"Abstract Recent performance in the acquisition of large scale defense systems has not met expectations. The acquisition community in the U.S. Department of Defense has been challenged by the department's transition to network-centric warfare, which leverages complex system collaborations to achieve significant new capabilities. Developing systems of systems or systems of services requires evolved system engineering and project management practices, and better integration of both. This paper presents early learning in this regard from one ongoing system-of-systems development program, the Single Integrated Air Picture (SIAP). A “functional capability” concept evolved to become a potentially unique definition of a project that has proved useful in a system-of-systems development context. This paper then explains a recommended structured-development approach built on Functional Capabilities that yields artifacts promoting communication, specification, and work phasing. It also compares the approach to the CMMI™ to demonstrate the wide process applicability of Functional Capabilities.",10.1002/j.2334-5837.2008.tb00868.x,,wiley
2008,KR25 System of Systems Architecture Evaluation Using Evolutionary Computation,"Abstract Evolutionary computation and evolutionary algorithms represent a developing science and technology that can be effectively applied to the generation and evaluation of system of systems architectures. A general technique used by systems engineering professionals is a binary matrix representation of a system or system of systems. The specific meaning and semantics of the binary relationship depends of the type of representation used. Typical representations are, “N squared”, design structure matrix, dependency structure matrix, and implication matrix. A key feature of these typical representations is their direct relationship to the structure required in an evolutionary computational approach. Evolutionary algorithms can be applied to the evaluation and optimization of these matrix structures. A new evolutionary algorithm has been developed that applies specifically to the generation and evaluation of systems and system of systems. This new evolutionary algorithm incorporates a fuzzy inference system in the calculation of the best fit evaluation. The current industrial and social environment is populated with a vast array of existing and developing systems. Any new system must take this context into account. Evolutionary computation is applied to assist the system architect and engineer in the evaluation of these complex configurations and interface sets. The new evolutionary computing techniques are applied to system of systems architecting tasks using a well defined set of measures of effectiveness (MOE). The systems architecting task is divided into three general areas organized around the roles and responsibilities associated with the system architect, the system customer and the system engineer. The system architect is responsible for the complete system operation and MOE balance, focused on life-cycle cost and risk. The customer is responsible for the mission profile and mission functions. Operational effectiveness and operational suitability areas are the responsibility of the systems engineers. Affordability, risk, operational effectiveness and operational suitability are the four MOE used to evaluate the candidate system of systems architectures.",10.1002/j.2334-5837.2008.tb00911.x,,wiley
2009,3.5.0 Can We Engineer the Emergent Behavior of A System-of-Systems?,"Abstract Emergent behaviors exist in biological systems, physical systems and human performance. It is an inherited nature of a System-of-Systems (SoS). SoS displays a global complexity that cannot be adequately managed by hierarchical structures and central control; therefore, traditional systems engineering and management approaches are necessary but insufficient for a SoS. Little is currently known about constructing an interoperable network of systems and the incorporation of emergent behaviors. The purpose of this panel is to explore the possibilities of developing an architecture model including the emergent behavior. The challenge is how to understand the initiation mechanisms of the emergent behaviors for a particular system architecture model so that the resident beneficial or harmful emergent behaviors can be enhanced or mitigated with selected changes in the model. Is model-based the only feasible approach to develop the architecture model with emergent behavior? If this is the answer, what kind of modeling methodology? Should it be solely based on agent-based modeling or a combination of SysML and agent-based? Is SysML ready to deal with emergent behavior? For a non-modeling consideration, can we plan for the beneficial or harmful emergent properties? How do we overcome development friction that is bound to arise when there are complex, independent, overlapping governances, for example, the customer requirements for a SoS evolve over time, etc.? There may only be SoS modeling at the level of the government agency, which actually procures but does not build, and not at the level of contractors who build the next generation of technologies.",10.1002/j.2334-5837.2009.tb00969.x,,wiley
2013,Introducing Agile Architecture,"Summary To understand what we mean by Agile Architecture Revolution we must first define Agile and Architecture. We discuss Agile in the context of Agile methodologies and in the broader context of business agility. We then define architecture, with a focus on what it means to implement an Agile Architecture of the Enterprise. To do this, we must think of the enterprise as a Complex System: a system of systems that exhibits emergent properties, in particular, business agility.",10.1002/9781118557006.ch1,,wiley
2021,From UAF to SysML: Transitioning from System of Systems to Systems Architecture,"Abstract The fourth industrial evolution, Internet of Things, and large-scale machine-to-machine interactions are driving digital transformation in the industry. Model-based Systems engineering (MBSE), as a new paradigm of capturing and analyzing knowledge about the system, is one of the core factors to drive this transformation. MBSE practices are more and more widely applied to system-of-systems (including enterprise and mission) engineering, which becomes a crucial part of the successful digital transformation. The core challenge today is how digital continuity can be maintained by connecting system models to system-of-systems models, especially when multiple parties are involved in their creation and exploration. This paper studies Systems Modeling Language (SysML) as the standard language to model systems, and Unified Architecture Framework (UAF) as the framework and Unified Architecture Framework Profile (UAFP) as the language to model system of systems and proposes an approach for transitioning from one to another in an integrated modeling environment.",10.1002/j.2334-5837.2021.00856.x,,wiley
2021,Automated trade study analysis based on dynamic requirements verification in the model-based system engineering,"Abstract In this complex world, where evolving systems communicate independently to achieve a common goal, the ability for an engineer to develop systems with traceability to requirements, using one integrated architecture model that enables all types of automated analysis (e.g., impact analysis, gap analysis, trade study analysis, and simulation) is becoming more and more vital. Today, the core enabler for automated analysis is the application of model-based systems engineering practices. Model-based systems engineering is used to capture system or systems of systems architecture as descriptive and analytical system models, which relate text-based requirements to the architecture and provide an infrastructure to support trade study analysis. One of the core techniques to perform such analysis is requirements verification. This paper proposes an approach for an automated trade study analysis based on dynamic requirements verification in the model-based systems engineering environment, with a goal to support trade of analysis both in the system of systems and systems engineering domains.",10.1002/j.2334-5837.2021.00899.x,,wiley
2017,AN SOS ANALYTICAL WORKBENCH APPROACH TO ARCHITECTURAL ANALYSIS AND EVOLUTION,"ABSTRACT This article summarizes the development of a System of Systems Analytic Workbench (SoS AWB) that provides a set of computational tools to facilitate better-informed decision-making on evolving SoS architectures. The workbench motif is adopted since SoS practitioners typically generate archetypal technical queries that can be mapped to appropriate analysis methods best suited to provide outputs and insights directly relevant to posed questions. After an overview of the workbench framework, four distinct methods currently available for use are presented along with their distinctive aspects in the concept of use.",10.1002/inst.12166,,wiley; wiley
2017,Knowledge Based Decision Model for Architecting and Evolving Complex System-of-Systems,"Abstract Architecting complex System-of-System (SoS) has evinced keen interest recently, specifically towards factoring in the operational and managerial independence of the constituent systems, and the evolutionary and adaptive nature of SoS development. Architectural decisions have a significant bearing on the operational measures of success, referred to as Measures of Effectiveness (MOEs), of the SoS. There is inherent uncertainty while making an architectural decision for complex SoS due to the incomplete knowledge on the implications of the decision. The impact on the MOEs of the SoS may be realized only later in the development lifecycle, influencing the performance and the emergent behavior of the SoS. Further, when learning cycles on the architectural decisions are experienced, once the implication of decision is realized, there needs to be means for incorporating the feedback on the decisions taken, and to reflect back on the uncertainty associated with the decisions. This paper proposes a knowledge based decision model for architecting and evolving complex SoS, that takes into account the uncertainty associated with architectural decisions and the learning cycles and feedback loops experienced. It also enables augmenting the architectural knowledge base, both at a constituent system level as well as at the System-of-System level. The proposed model adopts a decision oriented view that enables factoring in uncertainty, learning cycles and feedback loops in architectural decisions. It facilitates exploring the implications of various SoS evolution scenarios on architectural decisions, while analyzing MOEs of the SoS in relation to the MOEs of the constituent systems.",10.1002/j.2334-5837.2017.00343.x,,wiley
2017,Case Study: Agile SE Process for Centralized SoS Sustainment at Northrop Grumman,"Abstract In 2015 Northrop Grumman's GCSS-J Systems Engineering group in Mclean, Virginia, supporting the DISA GCSS-J PMO, had been sustaining and evolving a critical information service portal for 12 independent user groups accessing 22 independent systems. This web-based portal is a centralized Systems-of-Systems (SoS) hub, dealing with unpredictable independent-system changes, mitigating immediate-priority security needs, and replacing uncontrollable obsolescence of COTS software elements – all the while deploying new capability in six month increments requested by expectant users. The systems engineering process combines elements of Scrum, and contract waterfall requirements simultaneously on three release instances, one in development, one in accreditation test, and one in deployed use – with a wave-like transition among the three instances every six months. The process had six years of effective employment and evolution, winning praise from GAO and users alike. Most notable is the real-time control model for re-prioritizing work-in-process, the intimate involvement of customer and users in the agile systems engineering process, and the never-ending evolution with all life-cycle stages in simultaneous activity.",10.1002/j.2334-5837.2017.00349.x,,wiley
2017,Using MBSE to Evaluate and Protect the Electrical Grid as a System of Systems,"Abstract A System of Systems (SoS) is a large complex system, with varying degrees of operational independence, managerial independence, evolutionary development, geographical distribution and lifecycle independence. Critical Infrastructure such as the electrical grid contains all the aspects of a SoS. Due to the ever-increasing complexity of the grid, a single model encompassing all aspects of the grid would be impossible. Hence, we need to abstract the problem into a SoS set of aspects and examine the system both at the SoS level, as well as the detailed level. This will require the use of standardized systems modeling tools such as the Systems Modeling Language (SysML), and the Unified Architecture Framework (UAF) to define the overall goals, strategies, capabilities, interactions, standards, operational and system architecture, system patterns and so forth. This paper will examine the electrical grid as a SoS, define common characteristics, identify issues and vulnerabilities and MBSE strategies for addressing them.",10.1002/j.2334-5837.2017.00381.x,,wiley; wiley
2014,3.2.2 Traceable Engineering of Fault-Tolerant SoSs,"Abstract Systems of systems (SoSs) are characterised by a challenging combination of continuous evolution, emergent behaviour and distributed, autonomous and independent constituents. The development of SoSs that can tolerate faults and harmful events is hampered by these and other complexities. Currently there is little in the way of methods or tools to help SoS developers to design fault-tolerant SoSs. In this paper we present a structured approach for capturing requirements for a fault-tolerant SoS and a fault modelling architectural framework (FMAF) that supports disciplined and reusable development of fault-tolerant architectures. We also provide a traceable mapping of the fault-tolerant requirements into SoS architectural designs. Finally we apply our techniques to a real-world SoS case study.",10.1002/j.2334-5837.2014.tb03148.x,,wiley
2014,5.3.2 Conceptual Modeling of System-Based Decision-Making,"Abstract System-based decision-making functionality has matured over the last decade due to the constant evolution of technological decision execution capabilities. Intelligent agents, cyber-physical systems employing automated and autonomous mechanisms and components, and recent breakthroughs of household robotics require standardized and formalized automated decision making (DM) process design. Employing an integrated systems thinking approach, we propose a model-based approach which integrates decision-support and decision-making mechanisms into system models. Our formal conceptual metamodel streamlines a standard, generic DM process, enabling the coordination and consolidation of local system-based decisions in a loosely coordinated system-of-systems or a complex system of autonomous agents into a coherent, environment-aware global decision. Our framework utilizes Object Process Methodology – OPM – a robust conceptual modeling framework for complex system and process modeling and design.",10.1002/j.2334-5837.2014.tb03161.x,,wiley
2019,Architecting exogenous software-intensive systems-of-systems on the internet-of-vehicles with SosADL,"Abstract The pervasiveness of the communication networks increasingly has made possible to interconnect software-intensive systems that were independently developed, operated, managed, and evolved, yielding a new kind of complex system, that is, a system that is itself composed of systems, the so-called System-of-Systems (SoS). Nowadays, the Internet-of-Things (IoT) enables the engineering of software-intensive SoS, which are opportunistically constructed for achieving specified missions in specific operational environments. In particular, in the subset of IoT where “things” are predominantly connected vehicles, the so-called Internet-of-Vehicles (IoV), the challenge is to exogenously coordinate different vehicles for performing together, through emergent behavior, traffic-related missions, especially platooning. In platooning, two or more vehicles are connected together in convoy using wireless connectivity and automated driving support. The corresponding challenge in the architectural design of SoSs on IoV is to conceive concepts and mechanisms for describing how an SoS architecture is able to create, on the fly, and maintain emergent behaviors from elementary connected vehicles, where the actual vehicles are not known at design time. To address this challenge, this paper investigates the principle of supervenience for describing architecture-driven emergent behavior following an exogenous approach. In particular, it describes the concepts and mechanisms underlying SosADL, a formal SoS Architecture Description Language (ADL), based on the novel π-Calculus for SoS, to support the architectural description of self-organizing SoSs, upwardly causing the required SoS emergent behaviors at run time. Especially, it demonstrates how architectural mediators expressed with SosADL in exogenous SoS architectures support vehicle platooning through an excerpt of a real application on the IoV.",10.1002/sys.21521,,wiley
2019,Architecting systems-of-systems and their constituents: A case study applying Industry 4.0 in the construction domain,"Abstract The development of system-of-systems (SoS) requires a continuous interplay between design decisions on the SoS level and those on the level of its constituent systems (CS), which often preexist and need to be adapted as the SoS evolves. This involves not only preparing the CS to participate in a particular SoS, but also designing the CS architecture to make it easily adaptable to a future SoS context. The problem is in part addressed in an emerging SoS framework in the manufacturing domain called Industry 4.0. It focuses on connected and digitalized production with the ambition of increasing flexibility and efficiency. This paper investigates how Industry 4.0 standards can be used in an SoS context to make CS more flexible and adaptive, and evaluates their usefulness outside manufacturing. The study is based on a case from the construction domain, for which a generic SoS architecture is developed. Several extensions and adaptations of Industry 4.0 are suggested, including specifications of ontologies for missions and workflows.",10.1002/sys.21516,,wiley
2022,"Realizing the Value Promise of Digital Engineering: Planning, Implementing, and Evolving the Ecosystem","ABSTRACT Gaining the benefits of Digital Engineering is not only about implementing digital technologies. The Innovation Ecosystem is a system of systems in its own right, at least partly engineered, subject to the risks and challenges of evolving socio-technical systems. This article summarizes an aid to analyzing and understanding, planning, implementation, and ongoing improvement of the Innovation Ecosystem or its components. It is based on a generic ecosystem analysis reference model with particular focal viewpoints. It is represented as a configurable model-based formal pattern and the INCOSE MBSE Patterns Working Group initially applied it in a related INCOSE collaboration project led by the Agile Systems Engineering Working Group. Users of the resulting framework subsequently elaborated and applied aspects in the context of a wide variety of commercial and defense ecosystems across different domains. While connecting to several current and historical contexts, it is particularly revealing of Digital Engineering's special promise. By explicating the recurrent theme of Consistency Management that underlies all historical innovation, it enhances our understanding of historical as well as future engineering and life cycle management. This includes the ecosystem preparation of internal and supply chain human and technical resources to effectively consume and exploit digital information assets, not just create them. The ecosystem model carries its own representation of enhanced capability implementation by generation of agile release train increments, along with evolutionary steering based on feedback and group learning.",10.1002/inst.12372,,wiley
2022,"Systems, Systems of Systems, and Cyber-Physical Systems *","Summary An engineered system is a composition of multiple entities. The existence of an engineered system is justified by purposes. The exposed system characteristics permit stakeholders to achieve these purposes. Systems are situated in their system context and may be evolved. Due to the digital revolution, a term which refers to the changes coming along with digital computing and communication technologies, there is an increased occurrence of Cyber-physical Systems of Systems (CPSoS) instead of pure cyber-physical systems (CPSs) or System of Systems (SoS). SoS and CPS are often denoted as smart systems if they can monitor their environment and adapt their behavior accordingly. Along with the evolution of systems across SoS and/or CPSs toward up-to-date CPSoS, the extent and number of relations between system elements increases. The development of system architectures is an important and fundamental task in Model-based Systems Engineering which can be applied to various types of systems, e.g. SoS, CPS, and CPSoS.",10.1002/9781119746683.ch4,,wiley
2005,5.2.3 Obsolescence Management for System-of-System Hierarchies – A Technology-based Approach,"Abstract Many systems face a similar obsolescence issue, which is that the desired system deployment life cycle is much longer than the life cycle of the constituent parts (hardware and software) that make up the physical architecture. Thus, the system baseline must evolve over its operational life cycle just to remain functionally viable. This problem is compounded as the size of the system grows toward network-centric system-of-systems and as the use of commercial technologies and products increases. Thus, the challenge is to perform technology assessments that facilitate the forward planning of technology evolution on the system of interest. A corollary challenge is to perform this planning while simultaneously optimizing the life cycle affordability for the customer. This paper provides a methodology for taking current technology information and transforming it into a system evolution plan (the term system being used in the most general sense to encompass sub-assemblies through system-of-systems) using affordability as the optimizing variable for technology change incorporation.",10.1002/j.2334-5837.2005.tb00705.x,,wiley
2006,3.3.1 Network Centric Operation Implementations in Several Domains,"Abstract A current focus in building military systems is the use of network based approaches. This is exemplified in the concepts of Network Centric Operations (NCO), Network Enabled Capabilities (NEC) or Network Based Defense (NBD). These concepts are, in part, inspired and motivated by the network based approaches that have revolutionized conducting business and operations in commercial domains across a wide spectrum of activities. Network centric systems in the commercial domain display a number of interesting capabilities. These included the means to integrate extremely large groups of users into effective systems-of-systems with time constants measured on the order of hours/days. The basic network centric enablers used in these systems fall into several major categories. This paper examines several high level architectures used in network centric operations for a number of non-military network based systems; a ‘bricks and mortar’ retailer, on-line ‘eCommerce’ businesses, and in software development. This examination is done by means of a literature survey and focuses on the interaction patterns that the systems must support, important capabilities the systems provide and important architectural enablers.",10.1002/j.2334-5837.2006.tb02754.x,,wiley
2011,Systems of Systems and Security: A Defense Perspective,"… evolving to meet changing demands. For the purpose of this discussion, defense systems of systems … Systems engineers are particularly challenged in mission-level systems of systems …",10.1002/inst.201114211,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/inst.201114211,wiley; googlescholar
2008,System of Systems Architecting,Summary This chapter contains sections titled: Complex System Architecting Evolutionary System Architecting SoS Architecting Enablers: The Role of Artificial Life Concluding Insights References,10.1002/9780470403501.ch4,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470403501.ch4,wiley; googlescholar
2007,SoS Engineering Principles and Practices,"Summary This chapter contains sections titled: Creating, Developing and Evolving a SoS Limitations in SE for SoS Strategy for SoS Engineering SoS Architectures SoS — Unified Whole, or Dissociated Set? Managing Change in a SoS System of Systems Engineering Summary Assignment",10.1002/9780470518762.ch17,,wiley
2023,Explainable AI and Counterfactuals for Test and Evaluation of Intelligent Engineered Systems,"Abstract Systems Engineering (SE) based test and evaluation (T\&E) approaches have proven crucial for successful realization of most modern-day complex systems and system-of-systems solutions. The design, test, and evaluation of engineered systems with many technologically advanced and complex components hinges on well-structured integration and life cycle evolution process models, clearly defined requirements, along with controllability, observability, and stability (COS) of components that transcend to the system-level. However, integration of machine learning (ML), deep learning (DL) and artificially intelligent (AI) components invalidates some SE foundations as the DL algorithms are primarily data-driven with opaque decision-making constructs. As a result, the current SE T\&E approaches, although necessary, have become insufficient to evaluate the adoption of ML/DL/AI methods in engineered systems. This paper proposes two new approaches—explainable AI (xAI) and counterfactual testing and evaluation (cT\&E)—as addition to the SE tool set for T\&E of intelligent engineered systems. An example of SE T\&E considerations is provided based on a conceptual aircraft control system implementation comparing as a classical controller and a DL-based reinforcement learning controller.",10.1002/iis2.13096,,wiley
2001,System of Systems (SoS) enterprise systems engineering for information-intensive organizations,"Abstract This article describes the emerging roles of the systems engineering (SE) function in supporting enterprise management in information-intensive organizations. “Enterprise Systems Engineering” (ESE) comprises three major roles or “levels” of systems engineering for successful and efficient development or procurement of large complex systems of systems (SoS). While the authors' experience focuses predominantly on government organizations acting as their own SoS integrators, the SoS ESE concept has generic applicability for any organization, public or private, seeking to attain competitive advantage through leveraging of information technology resources and systems. The processes and tools described here have been developed and successfully employed to facilitate government project management and investment decisions and control. [Carlock and Decker, 1998] This paper describes a formal three-level SoS ESE process that, at the top level, organizes and maintains all of the details of the enterprise-wide SoS architecture and strategic development plan in a flexible framework that accommodates the changes expected over a long SoS evolution. The information maintained in this framework allows the organization to know where it is going, how and when it is going to get there, the required capabilities and interfaces of each SoS component, and the impact of changes to system requirements, budgets, schedules, etc., on the overall SoS. The middle level processes allow the organization to perform trade studies among alternative solutions to implement required capabilities based on what is best for the enterprise-wide SoS rather than just local considerations. The end result of the middle level processes is a selected and approved solution and its associated cost, schedule, benefits, and technical baselines. The third level processes implement the approved solutions in accordance with the approved baselines. © 2001 John Wiley \& Sons, Inc. Syst Eng 4: 242–261, 2001",10.1002/sys.1021,,wiley
2016,Systems Engineering Challenges in Simulation Based Aviation Training: A Few Insights,"Abstract Simulation based training means using simulated environment to create training lessons, more focused towards interactive learning by simulating real world scenarios. Simulation based training has been used extensively in the field of aviation for many years. Flight simulator as a product is quite complex and all the lifecycle phases such as requirements, analysis, design, development, integration, verification and validation are not very well interconnected or centralized, which adds to complexity in producing an artefact in a complex system of systems environment. Moreover, the lack of integrated method for ensuring the traceability of requirements and customization, acquisition of knowledge and data, integration and changes in hardware, and the design and testing of software creates massive challenges for simulation companies developing system of systems products. The current paper provides insights into such challenges that typically exist in the Flight Simulation industry. Methods and techniques inspired from the Knowledge Based Engineering (KBE) and Model Based Systems Engineering (MBSE) aspects of Systems Engineering are proposed to evolve existing Systems Engineering practices for more efficient Requirements Management, Interface \& Change propagation management and Hardware and Software integration solutions. Towards the end, results of an industry-wide survey have been summarized, which was initiated to gather feedback from industry experts on various systems engineering practices challenges.",10.1002/j.2334-5837.2016.00323.x,,wiley
2016,BRUNEI COMMUNICATION NAVIGATION SURVEILLANCE/AIR TRAFFIC MANAGEMENT (CNS/ATM) SYSTEM OF SYSTEMS: CASE STUDY OF AN ATM PROJECT,"ABSTRACT National air traffic management (ATM) systems generally evolve over time and can often be considered as an evolving integration of multiple pre-existing systems that have been supplied by different vendors through various upgrades. This article describes a major upgrade to the Brunei Communication Navigation Surveillance /Air Traffic Management (CNS/ATM) system that was commissioned in 2016. This was a very successful project and insights on this success are provided from organizational, technical, and human perspectives",10.1002/inst.12104,,wiley
2016,CASE STUDY: APPLICATION OF EVOLVING ARCHITECTURE FRAMEWORKS FOR HEAVY RAIL ASSET MANAGEMENT AND SAFETY ASSURANCE,"ABSTRACT A heavy rail system is a complex system of systems that has specific challenges for asset management. The introduction of modern digital systems into existing rail systems adds further to this complexity. The Asset Standards Authority of Transport for New South Wales in Australia is introducing model-based systems engineering through the use of an architecture framework populated using the Systems Modeling Language (SysML), referred to hereafter as the Transport Network Architecture Framework (TNAF). The TNAF is intended initially to be used to act as a structure that will assist procurement through the depiction of the minimum standards to be met when specifying new systems to be acquired and integrated into the network. This article describes how architecture framework tools can be used for management of the various configurations.",10.1002/inst.12107,,wiley
